"Date","Price","Open","High","Low","Change %"
"Mar 29, 2015","3.8375","3.8844","3.8929","3.8138","-1.18%"
"Mar 22, 2015","3.8834","3.8521","3.9030","3.7851","0.95%"
"Mar 15, 2015","3.8469","3.8910","3.9072","3.8143","-1.17%"
"Mar 08, 2015","3.8923","3.9527","3.9901","3.8411","-1.37%"
"Mar 01, 2015","3.9463","3.8771","4.0023","3.8514","1.92%"
"Feb 22, 2015","3.8721","3.7774","3.9025","3.7663","2.52%"
"Feb 15, 2015","3.7771","3.7847","3.8083","3.7489","-0.22%"
"Feb 08, 2015","3.7854","3.7696","3.8319","3.7590","0.36%"
"Feb 01, 2015","3.7717","3.6895","3.7847","3.6129","2.31%"
"Jan 25, 2015","3.6864","3.5191","3.6898","3.5164","4.73%"
"Jan 18, 2015","3.5200","3.5247","3.5906","3.4717","0.02%"
"Jan 11, 2015","3.5193","3.4866","3.5444","3.4381","1.15%"
"Jan 04, 2015","3.4793","3.5957","3.5969","3.4501","-3.16%"
"Dec 28, 2014","3.5930","3.6027","3.6543","3.5903","-0.34%"
"Dec 21, 2014","3.6052","3.6094","3.6366","3.5909","-0.25%"
"Dec 14, 2014","3.6141","3.6138","3.7986","3.5998","0.00%"
"Dec 07, 2014","3.6141","3.5236","3.6319","3.5120","2.57%"
"Nov 30, 2014","3.5234","3.4783","3.5339","3.4651","1.44%"
"Nov 23, 2014","3.4733","3.4783","3.5091","3.4602","-0.15%"
"Nov 16, 2014","3.4784","3.4933","3.5112","3.4622","-0.44%"
"Nov 09, 2014","3.4937","3.5829","3.6101","3.4865","-2.52%"
"Nov 02, 2014","3.5842","3.5480","3.6136","3.5429","0.74%"
"Oct 26, 2014","3.5579","3.5945","3.6166","3.5017","-0.90%"
"Oct 19, 2014","3.5903","3.6136","3.6372","3.5684","-0.68%"
"Oct 12, 2014","3.6148","3.6774","3.6810","3.6041","-1.75%"
"Oct 05, 2014","3.6792","3.6606","3.6919","3.6335","0.45%"
"Sep 28, 2014","3.6626","3.6769","3.7184","3.6483","-0.35%"
"Sep 21, 2014","3.6755","3.6401","3.6976","3.6372","0.98%"
"Sep 14, 2014","3.6399","3.6165","3.6869","3.5665","0.65%"
"Sep 07, 2014","3.6165","3.4981","3.6174","3.4815","2.60%"
"Aug 31, 2014","3.5250","3.5870","3.6036","3.5090","-1.86%"
"Aug 24, 2014","3.5918","3.6098","3.6197","3.5631","-0.37%"
"Aug 17, 2014","3.6050","3.6232","3.6408","3.5838","-0.37%"
"Aug 10, 2014","3.6183","3.5977","3.6489","3.5787","0.57%"
"Aug 03, 2014","3.5979","3.5825","3.6808","3.5732","0.26%"
"Jul 27, 2014","3.5885","3.5479","3.6280","3.5479","0.96%"
"Jul 20, 2014","3.5543","3.6298","3.6386","3.5438","-2.10%"
"Jul 13, 2014","3.6307","3.6240","3.6669","3.6098","0.13%"
"Jul 06, 2014","3.6261","3.6556","3.6667","3.6188","-0.92%"
"Jun 29, 2014","3.6599","3.6168","3.6745","3.6067","1.21%"
"Jun 22, 2014","3.6162","3.6390","3.6571","3.6063","-0.69%"
"Jun 15, 2014","3.6415","3.6077","3.6619","3.6051","1.09%"
"Jun 08, 2014","3.6021","3.4886","3.6134","3.4806","3.16%"
"Jun 01, 2014","3.4917","3.5142","3.5627","3.4835","-0.61%"
"May 25, 2014","3.5130","3.5019","3.5484","3.4806","0.23%"
"May 18, 2014","3.5050","3.5213","3.5726","3.4981","-0.73%"
"May 11, 2014","3.5309","3.4918","3.5374","3.4629","0.87%"
"May 04, 2014","3.5005","3.5472","3.5634","3.4959","-1.35%"
"Apr 27, 2014","3.5484","3.5850","3.6110","3.5276","-1.05%"
"Apr 20, 2014","3.5861","3.5734","3.6166","3.5631","0.19%"
"Apr 13, 2014","3.5793","3.5381","3.6063","3.5370","1.24%"
"Apr 06, 2014","3.5356","3.4981","3.5657","3.4764","0.90%"
"Mar 30, 2014","3.5041","3.6503","3.6514","3.4909","-3.87%"
"Mar 23, 2014","3.6453","3.6843","3.7058","3.6178","-1.00%"
"Mar 16, 2014","3.6822","3.6818","3.7161","3.6654","-0.05%"
"Mar 09, 2014","3.6839","3.6873","3.7542","3.6768","-0.07%"
"Mar 02, 2014","3.6866","3.6865","3.7390","3.6393","-0.35%"
"Feb 23, 2014","3.6996","3.6226","3.7507","3.6037","2.19%"
"Feb 16, 2014","3.6203","3.6536","3.7100","3.6188","-0.88%"
"Feb 09, 2014","3.6525","3.6422","3.6866","3.5825","0.26%"
"Feb 02, 2014","3.6431","3.7140","3.7450","3.5831","-1.95%"
"Jan 26, 2014","3.7155","3.8399","3.9575","3.5850","-3.32%"
"Jan 19, 2014","3.8430","3.6665","3.8847","3.6591","4.84%"
"Jan 12, 2014","3.6656","3.5722","3.6702","3.5535","2.72%"
"Jan 05, 2014","3.5685","3.5736","3.6127","3.5344","-0.22%"
"Dec 29, 2013","3.5764","3.5455","3.6166","3.4870","0.87%"
"Dec 22, 2013","3.5455","3.4173","3.6058","3.3598","3.76%"
"Dec 15, 2013","3.4171","3.3325","3.4352","3.3024","2.75%"
"Dec 08, 2013","3.3256","3.3112","3.3550","3.3051","0.44%"
"Dec 01, 2013","3.3110","3.3019","3.3701","3.3011","0.15%"
"Nov 24, 2013","3.3059","3.2543","3.3182","3.2265","1.58%"
"Nov 17, 2013","3.2546","3.2721","3.2788","3.2260","-0.52%"
"Nov 10, 2013","3.2717","3.2637","3.2942","3.2481","0.17%"
"Nov 03, 2013","3.2660","3.2095","3.2886","3.2008","1.67%"
"Oct 27, 2013","3.2124","3.2073","3.2277","3.1789","0.18%"
"Oct 20, 2013","3.2066","3.1839","3.2296","3.1776","0.75%"
"Oct 13, 2013","3.1827","3.1612","3.1959","3.1383","0.63%"
"Oct 06, 2013","3.1629","3.1835","3.2206","3.1452","-0.58%"
"Sep 29, 2013","3.1812","3.2757","3.3054","3.1787","-2.94%"
"Sep 22, 2013","3.2776","3.1709","3.2898","3.1608","3.43%"
"Sep 15, 2013","3.1690","3.2207","3.2285","3.1214","-1.57%"
"Sep 08, 2013","3.2195","3.1986","3.2300","3.1509","0.64%"
"Sep 01, 2013","3.1989","3.1665","3.2632","3.1317","1.09%"
"Aug 25, 2013","3.1644","3.0957","3.2207","3.0901","2.26%"
"Aug 18, 2013","3.0946","3.0407","3.1168","3.0226","1.82%"
"Aug 11, 2013","3.0394","2.9811","3.0429","2.9625","2.11%"
"Aug 04, 2013","2.9767","2.9212","3.0029","2.9159","1.11%"
"Jul 28, 2013","2.9439","2.9623","2.9684","2.9110","-0.63%"
"Jul 21, 2013","2.9625","2.9237","2.9729","2.9118","1.16%"
"Jul 14, 2013","2.9284","2.9455","2.9554","2.8887","-0.72%"
"Jul 07, 2013","2.9497","2.9283","2.9768","2.8756","0.65%"
"Jun 30, 2013","2.9306","2.9314","2.9885","2.8978","-0.12%"
"Jun 23, 2013","2.9342","2.9806","3.0221","2.9173","-1.84%"
"Jun 16, 2013","2.9893","2.9150","3.0220","2.9144","2.39%"
"Jun 09, 2013","2.9196","2.9028","2.9778","2.8891","0.19%"
"Jun 02, 2013","2.9141","2.8478","2.9701","2.8473","2.22%"
"May 26, 2013","2.8508","2.7905","2.8851","2.7777","2.06%"
"May 19, 2013","2.7932","2.7929","2.8176","2.7652","-0.05%"
"May 12, 2013","2.7946","2.7592","2.8167","2.7559","0.99%"
"May 05, 2013","2.7672","2.7926","2.8030","2.7588","-0.97%"
"Apr 28, 2013","2.7942","2.7807","2.8030","2.7708","0.42%"
"Apr 21, 2013","2.7824","2.7425","2.7961","2.7322","1.51%"
"Apr 14, 2013","2.7410","2.7394","2.7668","2.7249","-0.08%"
"Apr 07, 2013","2.7431","2.7476","2.7597","2.7168","-0.29%"
"Mar 31, 2013","2.7510","2.7449","2.7640","2.7127","-0.00%"
"Mar 24, 2013","2.7511","2.7642","2.7720","2.7351","-0.46%"
"Mar 17, 2013","2.7638","2.7336","2.7719","2.7302","1.23%"
"Mar 10, 2013","2.7303","2.6909","2.7476","2.6709","1.40%"
"Mar 03, 2013","2.6925","2.7029","2.7305","2.6755","-0.32%"
"Feb 24, 2013","2.7012","2.7059","2.7594","2.6951","-1.68%"
"Feb 17, 2013","2.7473","2.7391","2.7565","2.6992","0.20%"
"Feb 10, 2013","2.7417","2.7910","2.8009","2.7294","-2.03%"
"Feb 03, 2013","2.7984","2.7428","2.8089","2.7363","1.98%"
"Jan 27, 2013","2.7441","2.7828","2.8022","2.7398","-1.74%"
"Jan 20, 2013","2.7926","2.7861","2.8193","2.7748","-0.04%"
"Jan 13, 2013","2.7938","2.8531","2.8615","2.7867","-2.12%"
"Jan 06, 2013","2.8544","2.8623","2.8742","2.8352","-0.30%"
"Dec 30, 2012","2.8630","2.8924","2.9158","2.8551","-1.05%"
"Dec 23, 2012","2.8934","2.9006","2.9209","2.8477","-0.46%"
"Dec 16, 2012","2.9067","2.8735","2.9223","2.8703","1.10%"
"Dec 09, 2012","2.8751","2.8633","2.8845","2.8575","0.24%"
"Dec 02, 2012","2.8682","2.8589","2.8886","2.8557","0.16%"
"Nov 25, 2012","2.8636","2.8755","2.8837","2.8519","-0.44%"
"Nov 18, 2012","2.8763","2.8585","2.8815","2.8489","0.55%"
"Nov 11, 2012","2.8605","2.8474","2.8766","2.8352","0.44%"
"Nov 04, 2012","2.8479","2.8682","2.8819","2.8268","-0.85%"
"Oct 28, 2012","2.8724","2.8971","2.9045","2.8581","-0.96%"
"Oct 21, 2012","2.9002","2.8704","2.9143","2.8646","0.94%"
"Oct 14, 2012","2.8731","2.9034","2.9204","2.8670","-1.06%"
"Oct 07, 2012","2.9040","2.9158","2.9242","2.8882","-0.29%"
"Sep 30, 2012","2.9123","2.9003","2.9226","2.8765","0.28%"
"Sep 23, 2012","2.9042","2.9128","2.9278","2.8878","-0.29%"
"Sep 16, 2012","2.9126","2.9086","2.9363","2.8965","-0.03%"
"Sep 09, 2012","2.9134","2.8820","2.9257","2.8695","1.30%"
"Sep 02, 2012","2.8761","2.8826","2.9050","2.8670","-0.33%"
"Aug 26, 2012","2.8857","2.8426","2.9021","2.8306","1.49%"
"Aug 19, 2012","2.8432","2.8297","2.8579","2.8182","0.60%"
"Aug 12, 2012","2.8263","2.7953","2.8405","2.7873","1.08%"
"Aug 05, 2012","2.7961","2.7818","2.8067","2.7567","0.45%"
"Jul 29, 2012","2.7835","2.8484","2.8567","2.7586","-2.46%"
"Jul 22, 2012","2.8537","2.8274","2.8712","2.8082","1.03%"
"Jul 15, 2012","2.8247","2.8188","2.8430","2.8088","0.12%"
"Jul 08, 2012","2.8213","2.8167","2.8411","2.7958","0.13%"
"Jul 01, 2012","2.8176","2.8325","2.8457","2.7931","-0.88%"
"Jun 24, 2012","2.8427","2.8257","2.8523","2.8125","0.46%"
"Jun 17, 2012","2.8296","2.8357","2.8494","2.8021","-0.62%"
"Jun 10, 2012","2.8472","2.8083","2.8544","2.8038","0.89%"
"Jun 03, 2012","2.8222","2.8545","2.8638","2.8072","-1.08%"
"May 27, 2012","2.8529","2.8930","2.9042","2.8420","-1.47%"
"May 20, 2012","2.8956","2.8991","2.9237","2.8689","-0.33%"
"May 13, 2012","2.9051","2.8676","2.9264","2.8647","1.26%"
"May 06, 2012","2.8689","2.8508","2.8994","2.8306","0.99%"
"Apr 29, 2012","2.8409","2.8611","2.8760","2.8288","-0.82%"
"Apr 22, 2012","2.8644","2.8887","2.9032","2.8448","-0.89%"
"Apr 15, 2012","2.8901","2.8472","2.8950","2.8378","1.51%"
"Apr 08, 2012","2.8471","2.8530","2.8908","2.8373","-0.06%"
"Apr 01, 2012","2.8487","2.8547","2.8611","2.8248","-0.20%"
"Mar 25, 2012","2.8544","2.8585","2.8651","2.8092","-0.07%"
"Mar 18, 2012","2.8563","2.8436","2.8979","2.8342","0.43%"
"Mar 11, 2012","2.8440","2.7984","2.8546","2.7879","1.54%"
"Mar 04, 2012","2.8010","2.7968","2.8302","2.7885","0.06%"
"Feb 26, 2012","2.7992","2.8026","2.8188","2.7654","-0.22%"
"Feb 19, 2012","2.8054","2.7691","2.8119","2.7363","1.11%"
"Feb 12, 2012","2.7745","2.7772","2.8057","2.7480","-0.09%"
"Feb 05, 2012","2.7771","2.7752","2.8007","2.7533","0.16%"
"Jan 29, 2012","2.7728","2.7958","2.8148","2.7480","-0.82%"
"Jan 22, 2012","2.7958","2.8453","2.8582","2.7810","-1.89%"
"Jan 15, 2012","2.8498","2.8445","2.8581","2.8106","-0.07%"
"Jan 08, 2012","2.8519","2.9007","2.9088","2.8163","-1.57%"
"Jan 01, 2012","2.8974","2.9202","2.9534","2.8792","-1.07%"
"Dec 25, 2011","2.9288","2.9576","2.9829","2.8557","-1.13%"
"Dec 18, 2011","2.9623","2.9289","2.9855","2.9088","1.16%"
"Dec 11, 2011","2.9283","2.8831","2.9287","2.8624","1.46%"
"Dec 04, 2011","2.8861","2.8564","2.9074","2.8422","1.02%"
"Nov 27, 2011","2.8570","2.9014","2.9188","2.8378","-1.93%"
"Nov 20, 2011","2.9132","2.8957","2.9287","2.8659","0.72%"
"Nov 13, 2011","2.8925","2.8499","2.8932","2.8217","1.37%"
"Nov 06, 2011","2.8534","2.8317","2.8790","2.8168","0.66%"
"Oct 30, 2011","2.8347","2.8109","2.8815","2.7844","0.75%"
"Oct 23, 2011","2.8136","2.9324","2.9420","2.7827","-3.83%"
"Oct 16, 2011","2.9257","2.8990","2.9643","2.8838","1.02%"
"Oct 09, 2011","2.8962","2.8796","2.9202","2.8488","0.63%"
"Oct 02, 2011","2.8781","2.8917","2.9440","2.7986","-0.70%"
"Sep 25, 2011","2.8984","2.8415","2.9123","2.8292","2.07%"
"Sep 18, 2011","2.8395","2.7975","2.8581","2.7712","1.19%"
"Sep 11, 2011","2.8060","2.8334","2.8609","2.7800","-1.37%"
"Sep 04, 2011","2.8451","2.8268","2.8679","2.7893","0.12%"
"Aug 28, 2011","2.8418","2.8538","2.8834","2.7729","-0.85%"
"Aug 21, 2011","2.8661","2.9416","2.9627","2.8365","-2.61%"
"Aug 14, 2011","2.9428","2.8937","2.9684","2.8661","1.66%"
"Aug 07, 2011","2.8947","2.8717","2.9549","2.8219","1.18%"
"Jul 31, 2011","2.8609","2.7684","2.8632","2.7302","3.17%"
"Jul 24, 2011","2.7729","2.7746","2.8324","2.7220","0.21%"
"Jul 17, 2011","2.7671","2.6604","2.7726","2.6550","3.85%"
"Jul 10, 2011","2.6646","2.6081","2.6682","2.6005","1.94%"
"Jul 03, 2011","2.6139","2.5813","2.6300","2.5715","1.16%"
"Jun 26, 2011","2.5840","2.6040","2.6473","2.5717","-1.08%"
"Jun 19, 2011","2.6121","2.5774","2.6255","2.5718","1.01%"
"Jun 12, 2011","2.5861","2.5556","2.6182","2.5395","1.11%"
"Jun 05, 2011","2.5578","2.5777","2.6095","2.5462","-1.05%"
"May 29, 2011","2.5850","2.6442","2.6532","2.5703","-2.32%"
"May 22, 2011","2.6463","2.5780","2.6530","2.5596","2.80%"
"May 15, 2011","2.5743","2.5775","2.5938","2.5357","-0.50%"
"May 08, 2011","2.5873","2.5288","2.6096","2.5111","2.26%"
"May 01, 2011","2.5302","2.5373","2.5594","2.5057","-0.42%"
"Apr 24, 2011","2.5408","2.4978","2.5466","2.4842","1.41%"
"Apr 17, 2011","2.5054","2.4615","2.5188","2.4550","1.48%"
"Apr 10, 2011","2.4689","2.4698","2.4973","2.4486","-0.25%"
"Apr 03, 2011","2.4750","2.4534","2.4977","2.4487","0.39%"
"Mar 27, 2011","2.4654","2.4928","2.5105","2.4496","-1.18%"
"Mar 20, 2011","2.4948","2.5602","2.5804","2.4780","-2.68%"
"Mar 13, 2011","2.5636","2.5448","2.5681","2.5203","0.70%"
"Mar 06, 2011","2.5458","2.6025","2.6189","2.5195","-2.20%"
"Feb 27, 2011","2.6032","2.5623","2.6449","2.5578","1.10%"
"Feb 20, 2011","2.5749","2.5593","2.6188","2.5509","0.47%"
"Feb 13, 2011","2.5628","2.5335","2.5835","2.5241","0.82%"
"Feb 06, 2011","2.5419","2.5482","2.5802","2.5161","-0.36%"
"Jan 30, 2011","2.5512","2.5517","2.6027","2.5338","-0.37%"
"Jan 23, 2011","2.5608","2.5072","2.5635","2.4577","1.68%"
"Jan 16, 2011","2.5185","2.4538","2.5323","2.4345","2.22%"
"Jan 09, 2011","2.4637","2.4401","2.4726","2.4320","0.68%"
"Jan 02, 2011","2.4470","2.3959","2.4537","2.3855","1.72%"
"Dec 26, 2010","2.4056","2.3819","2.4250","2.3699","0.69%"
"Dec 19, 2010","2.3890","2.3961","2.4316","2.3756","-0.43%"
"Dec 12, 2010","2.3992","2.3780","2.4061","2.3532","0.96%"
"Dec 05, 2010","2.3765","2.3190","2.3924","2.3024","2.03%"
"Nov 28, 2010","2.3292","2.3106","2.3510","2.2996","0.42%"
"Nov 21, 2010","2.3194","2.3040","2.3622","2.2893","0.44%"
"Nov 14, 2010","2.3092","2.3164","2.3342","2.2987","-0.70%"
"Nov 07, 2010","2.3255","2.2534","2.3307","2.2415","2.88%"
"Oct 31, 2010","2.2603","2.2940","2.3022","2.2443","-1.67%"
"Oct 24, 2010","2.2986","2.2293","2.3007","2.2124","2.87%"
"Oct 17, 2010","2.2344","2.2585","2.2679","2.2181","-1.20%"
"Oct 10, 2010","2.2615","2.2478","2.2686","2.2202","0.23%"
"Oct 03, 2010","2.2563","2.2729","2.3090","2.2303","-1.23%"
"Sep 26, 2010","2.2845","2.3375","2.3417","2.2636","-2.18%"
"Sep 19, 2010","2.3354","2.3360","2.3459","2.2944","0.02%"
"Sep 12, 2010","2.3349","2.3033","2.3553","2.2850","0.77%"
"Sep 05, 2010","2.3171","2.3077","2.3567","2.2997","-0.01%"
"Aug 29, 2010","2.3174","2.3478","2.3656","2.3066","-1.57%"
"Aug 22, 2010","2.3544","2.3554","2.3826","2.3367","-0.03%"
"Aug 15, 2010","2.3552","2.3594","2.3695","2.3122","-0.52%"
"Aug 08, 2010","2.3674","2.3805","2.3910","2.3467","-0.38%"
"Aug 01, 2010","2.3765","2.3625","2.3966","2.3529","0.49%"
"Jul 25, 2010","2.3648","2.3405","2.3713","2.3319","0.61%"
"Jul 18, 2010","2.3504","2.3563","2.3764","2.3093","-0.19%"
"Jul 11, 2010","2.3549","2.3325","2.3808","2.3186","0.65%"
"Jul 04, 2010","2.3396","2.3756","2.3867","2.3243","-1.70%"
"Jun 27, 2010","2.3801","2.3650","2.4101","2.3476","0.39%"
"Jun 20, 2010","2.3708","2.2967","2.3800","2.2824","2.81%"
"Jun 13, 2010","2.3061","2.2964","2.3394","2.2832","0.40%"
"Jun 06, 2010","2.2969","2.3169","2.3510","2.2832","-1.23%"
"May 30, 2010","2.3254","2.2550","2.3435","2.2516","2.59%"
"May 23, 2010","2.2666","2.2684","2.3003","2.2487","-0.55%"
"May 16, 2010","2.2792","2.2422","2.3089","2.2001","1.59%"
"May 09, 2010","2.2435","2.3016","2.3183","2.2076","-2.89%"
"May 02, 2010","2.3102","2.2723","2.3840","2.2487","1.55%"
"Apr 25, 2010","2.2749","2.2759","2.3057","2.2538","-0.26%"
"Apr 18, 2010","2.2809","2.2626","2.3048","2.2608","0.12%"
"Apr 11, 2010","2.2782","2.2869","2.3022","2.2589","-0.48%"
"Apr 04, 2010","2.2893","2.3039","2.3184","2.2654","-0.62%"
"Mar 28, 2010","2.3035","2.2887","2.3249","2.2793","0.45%"